# ----------------------------------------,,,,
5/9/2017,Pageviews %,0.0000051,,0.000088
5/10/2017,Pageviews %,0.0000048,,0.0000856
5/11/2017,Pageviews %,0.0000053,,0.0000834
5/12/2017,Pageviews %,0.0000061,,0.0000767
5/13/2017,Pageviews %,0.0000057,,0.0000765
5/14/2017,Pageviews %,0.0000055,,0.0000658
5/15/2017,Pageviews %,0.0000039,,0.0000699
5/16/2017,Pageviews %,0.0000031,,0.0000682
5/17/2017,Pageviews %,0.000004,,0.0000802
5/18/2017,Pageviews %,0.0000043,,0.0000787
5/19/2017,Pageviews %,6E-06,,0.000107
5/20/2017,Pageviews %,0.0000068,,0.000113
5/21/2017,Pageviews %,0.0000058,,0.000127
5/22/2017,Pageviews %,0.0000081,,0.00017
5/23/2017,Pageviews %,7.7E-06,,0.000167
5/24/2017,Pageviews %,0.00001,,0.000178
5/25/2017,Pageviews %,1.2E-05,,0.000224
5/26/2017,Pageviews %,0.0000085,,0.000181
5/27/2017,Pageviews %,0.000011,,0.000162
5/28/2017,Pageviews %,0.0000084,,0.00012
5/29/2017,Pageviews %,0.0000078,,0.000117
5/30/2017,Pageviews %,0.0000071,,0.000135
5/31/2017,Pageviews %,0.0000079,,0.000147
6/1/2017,Pageviews %,0.0000097,,0.000139
6/2/2017,Pageviews %,0.0000059,,0.000125
6/3/2017,Pageviews %,0.0000088,,0.000145
6/4/2017,Pageviews %,0.0000071,,0.000131
6/5/2017,Pageviews %,0.0000072,,0.000138
6/6/2017,Pageviews %,0.0000091,,0.000177
6/7/2017,Pageviews %,0.0000072,,0.000153
6/8/2017,Pageviews %,0.0000097,,0.000127
6/9/2017,Pageviews %,0.0000082,,0.000133
6/10/2017,Pageviews %,0.0000076,,0.00018
6/11/2017,Pageviews %,0.0000086,,0.000197
6/12/2017,Pageviews %,0.000014,,0.000214
6/13/2017,Pageviews %,0.0000291,,0.000192
6/14/2017,Pageviews %,0.0000238,,0.000164
6/15/2017,Pageviews %,0.000019,,0.00018
6/16/2017,Pageviews %,0.000014,,0.00015
6/17/2017,Pageviews %,0.000015,,0.000158
6/18/2017,Pageviews %,0.000016,,0.000132
6/19/2017,Pageviews %,0.00001,,0.000126
6/20/2017,Pageviews %,1.2E-05,,0.000146
6/21/2017,Pageviews %,1.2E-05,,0.00015
6/22/2017,Pageviews %,0.000011,,0.000136
6/23/2017,Pageviews %,0.000011,1.00E-07,0.000121
6/24/2017,Pageviews %,0.000016,0.0000023,0.00012
6/25/2017,Pageviews %,0.000018,,0.00013
6/26/2017,Pageviews %,0.000015,,0.000145
6/27/2017,Pageviews %,0.000011,,0.000138
6/28/2017,Pageviews %,1.2E-05,,0.00013
6/29/2017,Pageviews %,0.0000097,,0.000107
6/30/2017,Pageviews %,1.2E-05,,0.000101
7/1/2017,Pageviews %,0.000011,,0.0000941
7/2/2017,Pageviews %,0.000013,,0.000106
7/3/2017,Pageviews %,0.000017,,0.0000947
7/4/2017,Pageviews %,0.000013,,0.000103
7/5/2017,Pageviews %,0.000011,,0.000098
7/6/2017,Pageviews %,0.00001,,0.0000919
7/7/2017,Pageviews %,0.0000092,,0.000103
7/8/2017,Pageviews %,0.000011,,0.0000969
7/9/2017,Pageviews %,0.0000096,,8.27E-05
7/10/2017,Pageviews %,0.0000082,,0.000102
7/11/2017,Pageviews %,1.2E-05,,0.00011
7/12/2017,Pageviews %,0.000015,,0.000107
7/13/2017,Pageviews %,1.2E-05,,0.0000872
7/14/2017,Pageviews %,0.000013,,0.000101
7/15/2017,Pageviews %,0.000014,,0.0001
7/16/2017,Pageviews %,0.000017,,0.000105
7/17/2017,Pageviews %,0.000013,,0.0000974
7/18/2017,Pageviews %,0.000015,,0.000121
7/19/2017,Pageviews %,0.000014,,0.000106
7/20/2017,Pageviews %,0.000016,,0.00011
7/21/2017,Pageviews %,0.000018,,0.000107
7/22/2017,Pageviews %,0.00002,,8.83E-05
7/23/2017,Pageviews %,0.000015,,0.0000884
7/24/2017,Pageviews %,0.000014,,0.0000856
7/25/2017,Pageviews %,0.000016,,0.0000888
7/26/2017,Pageviews %,1.2E-05,,0.0000745
7/27/2017,Pageviews %,1.2E-05,,0.000075
7/28/2017,Pageviews %,0.000015,,0.000106
7/29/2017,Pageviews %,0.000017,,0.0001
7/30/2017,Pageviews %,0.000019,,0.0000901
7/31/2017,Pageviews %,0.000018,,0.0000841
8/1/2017,Pageviews %,0.0000247,,0.0000922
8/2/2017,Pageviews %,0.0000295,,0.0000791
8/3/2017,Pageviews %,0.0000246,,0.000072
8/4/2017,Pageviews %,0.000026,,0.0000914
8/5/2017,Pageviews %,0.0000274,,0.000109
8/6/2017,Pageviews %,0.000026,,0.0000875
8/7/2017,Pageviews %,2.4E-05,,0.0000897
8/8/2017,Pageviews %,0.000025,,0.000107
8/9/2017,Pageviews %,0.0000271,0.0000086,0.00011
8/10/2017,Pageviews %,0.0000279,0.0000091,0.00011
8/11/2017,Pageviews %,3.58E-05,0.000011,0.000114
8/12/2017,Pageviews %,0.000041,0.0000097,0.000123
8/13/2017,Pageviews %,0.0000419,0.000013,0.000141
8/14/2017,Pageviews %,0.0000381,0.00002,0.000133
8/15/2017,Pageviews %,4.39E-05,0.000011,0.000137
8/16/2017,Pageviews %,0.0000343,0.000011,0.000111
8/17/2017,Pageviews %,0.0000384,0.000015,0.000121
8/18/2017,Pageviews %,0.0000341,0.000021,0.000119
8/19/2017,Pageviews %,0.0000311,0.000016,0.000102
8/20/2017,Pageviews %,0.000026,0.000023,0.0000939
8/21/2017,Pageviews %,0.0000273,2.4E-05,0.000099
8/22/2017,Pageviews %,0.0000245,0.000022,0.000107
8/23/2017,Pageviews %,0.000029,0.000026,0.000115
8/24/2017,Pageviews %,0.0000242,0.00002,0.000102
8/25/2017,Pageviews %,0.0000248,0.000017,0.0000988
8/26/2017,Pageviews %,0.000027,0.000019,0.000105
8/27/2017,Pageviews %,0.000025,0.000015,0.0000983
8/28/2017,Pageviews %,0.0000262,0.000011,0.000102
8/29/2017,Pageviews %,0.0000267,0.000017,0.000113
8/30/2017,Pageviews %,0.0000268,0.000013,0.000124
8/31/2017,Pageviews %,0.000036,0.000019,0.000141
9/1/2017,Pageviews %,0.000037,0.000022,0.000202
9/2/2017,Pageviews %,0.0000386,0.000019,0.000185
9/3/2017,Pageviews %,0.000027,0.000023,0.000138
9/4/2017,Pageviews %,0.0000328,0.000022,0.000156
9/5/2017,Pageviews %,0.0000297,0.000017,0.000144
9/6/2017,Pageviews %,0.000035,0.000016,0.000127
9/7/2017,Pageviews %,0.0000361,0.00002,0.000112
9/8/2017,Pageviews %,0.0000341,0.000017,0.00012
9/9/2017,Pageviews %,0.00003,0.000015,0.000103
9/10/2017,Pageviews %,0.000031,1.2E-05,9.43E-05
9/11/2017,Pageviews %,0.000021,0.000015,0.0000952
9/12/2017,Pageviews %,0.000026,0.000014,0.0000918
9/13/2017,Pageviews %,0.000025,0.0000097,0.000107
9/14/2017,Pageviews %,0.000027,0.0000087,0.000125
9/15/2017,Pageviews %,0.000035,0.0000088,0.000147
9/16/2017,Pageviews %,0.000027,0.00001,0.000108
9/17/2017,Pageviews %,0.00002,0.0000046,0.0000857
9/18/2017,Pageviews %,2.4E-05,5.2E-06,0.0000959
9/19/2017,Pageviews %,0.00002,0.0000064,0.000082
9/20/2017,Pageviews %,0.000021,5.2E-06,0.000075
9/21/2017,Pageviews %,0.000023,0.0000048,0.0000881
9/22/2017,Pageviews %,0.000021,0.000007,0.0000824
9/23/2017,Pageviews %,0.000023,0.0000061,0.0000784
9/24/2017,Pageviews %,0.000023,0.0000068,0.0000707
9/25/2017,Pageviews %,0.000018,0.0000086,0.0000722
9/26/2017,Pageviews %,0.000022,1.2E-05,0.0000645
9/27/2017,Pageviews %,0.000026,0.000015,0.0000776
9/28/2017,Pageviews %,0.000027,0.000019,0.0000836
9/29/2017,Pageviews %,0.000027,0.000016,0.0000775
9/30/2017,Pageviews %,0.000026,0.000027,0.0000846
10/1/2017,Pageviews %,0.000022,0.000025,0.000082
10/2/2017,Pageviews %,0.000025,0.0000224,0.0000791
10/3/2017,Pageviews %,0.00002,0.00002,0.0000708
10/4/2017,Pageviews %,0.000025,0.000018,0.0000688
10/5/2017,Pageviews %,0.000021,0.000019,0.0000698
10/6/2017,Pageviews %,0.000027,0.000018,0.0000673
10/7/2017,Pageviews %,0.00002,0.000017,7.16E-05
10/8/2017,Pageviews %,0.000026,0.000017,7.16E-05
10/9/2017,Pageviews %,0.00003,0.000015,0.0000828
10/10/2017,Pageviews %,0.000027,0.000016,0.0000783
10/11/2017,Pageviews %,0.000032,0.000019,0.0000738
10/12/2017,Pageviews %,0.000035,0.000016,0.000117
10/13/2017,Pageviews %,0.0000364,2.4E-05,0.00015
10/14/2017,Pageviews %,0.000037,0.000018,0.00012
10/15/2017,Pageviews %,0.000029,0.000018,0.000106
10/16/2017,Pageviews %,0.000032,0.000015,0.000105
10/17/2017,Pageviews %,0.000031,0.000017,0.000106
10/18/2017,Pageviews %,0.0000281,0.000017,0.000103
10/19/2017,Pageviews %,0.000028,0.000021,0.000102
10/20/2017,Pageviews %,0.00003,0.000019,0.000109
10/21/2017,Pageviews %,0.000038,0.000017,0.000135
10/22/2017,Pageviews %,0.000023,0.00002,0.000104
10/23/2017,Pageviews %,0.00003,0.000016,0.000105
10/24/2017,Pageviews %,0.0000444,0.000023,0.000126
10/25/2017,Pageviews %,0.000038,0.000015,0.000106
10/26/2017,Pageviews %,0.000031,0.000015,0.0000993
10/27/2017,Pageviews %,0.000029,0.000018,0.000091
10/28/2017,Pageviews %,0.000022,0.000018,0.0000854
10/29/2017,Pageviews %,0.000029,0.000019,0.0000902
10/30/2017,Pageviews %,0.000026,0.000016,0.0000981
10/31/2017,Pageviews %,0.00003,0.000023,0.000116
11/1/2017,Pageviews %,4.8E-05,0.000029,0.000143
11/2/2017,Pageviews %,0.000057,0.000027,0.000192
11/3/2017,Pageviews %,0.000041,0.000021,0.000158
11/4/2017,Pageviews %,0.000031,0.000025,0.000142
11/5/2017,Pageviews %,0.000028,0.00002,0.000131
11/6/2017,Pageviews %,0.00003,0.00002,0.000126
11/7/2017,Pageviews %,0.000031,0.00002,0.000116
11/8/2017,Pageviews %,0.0000368,0.000027,0.000144
11/9/2017,Pageviews %,0.0000541,0.000037,0.000141
11/10/2017,Pageviews %,0.0000432,0.000031,0.000139
11/11/2017,Pageviews %,0.0000498,0.000027,0.000136
11/12/2017,Pageviews %,0.000056,0.000041,0.000151
11/13/2017,Pageviews %,0.0000411,0.000027,0.000119
11/14/2017,Pageviews %,3.97E-05,0.000032,0.000114
11/15/2017,Pageviews %,0.000037,0.000031,0.000116
11/16/2017,Pageviews %,0.0000473,0.000038,0.000126
11/17/2017,Pageviews %,0.0000443,0.000034,0.000168
11/18/2017,Pageviews %,0.0000431,0.000043,0.000137
11/19/2017,Pageviews %,0.0000391,0.000043,0.000139
11/20/2017,Pageviews %,0.0000418,0.0000435,0.000156
11/21/2017,Pageviews %,4.8E-05,0.0000443,0.00015
11/22/2017,Pageviews %,0.0000438,0.0000522,0.000139
11/23/2017,Pageviews %,0.0000432,0.0000512,0.000156
11/24/2017,Pageviews %,3.99E-05,0.0000555,0.000147
11/25/2017,Pageviews %,0.0000442,0.0000673,0.000182
11/26/2017,Pageviews %,0.0000482,0.0000631,0.000201
11/27/2017,Pageviews %,0.0000512,0.0000534,0.000238
11/28/2017,Pageviews %,0.0000629,0.0000683,0.000267
11/29/2017,Pageviews %,0.0000933,0.0000744,0.000433
11/30/2017,Pageviews %,0.0000666,0.0000605,0.000371
12/1/2017,Pageviews %,0.0000662,0.0000587,0.00025
12/2/2017,Pageviews %,0.000058,0.0000745,0.000269
12/3/2017,Pageviews %,0.0000755,0.0000882,0.000244
12/4/2017,Pageviews %,0.000103,0.000111,0.000247
12/5/2017,Pageviews %,0.000123,0.000149,0.000276
12/6/2017,Pageviews %,0.000193,0.000223,0.000385
12/7/2017,Pageviews %,0.000142,0.000166,0.00057
12/8/2017,Pageviews %,0.000149,0.000168,0.000534
12/9/2017,Pageviews %,0.000134,0.000175,0.000527
12/10/2017,Pageviews %,0.000105,0.000141,0.000353
12/11/2017,Pageviews %,0.000101,0.00014,0.000406
12/12/2017,Pageviews %,0.00013,0.000211,0.000675
12/13/2017,Pageviews %,0.00014,0.000235,0.000609
12/14/2017,Pageviews %,0.000136,0.000309,0.000495
12/15/2017,Pageviews %,0.000107,0.000279,0.000453
12/16/2017,Pageviews %,0.000103,0.000344,0.000443
12/17/2017,Pageviews %,0.000116,0.000421,0.000449
12/18/2017,Pageviews %,0.000105,0.000395,0.000395
12/19/2017,Pageviews %,0.000121,0.000502,0.000488
12/20/2017,Pageviews %,0.000118,0.00051,0.0007
12/21/2017,Pageviews %,0.000115,0.000568,0.000542
12/22/2017,Pageviews %,0.000134,0.000544,0.000696
12/23/2017,Pageviews %,0.000106,0.000571,0.000504
12/24/2017,Pageviews %,0.0000786,0.000494,0.000391
12/25/2017,Pageviews %,0.0000751,0.000493,0.000349
12/26/2017,Pageviews %,0.000068,0.000459,0.000347
12/27/2017,Pageviews %,0.0000776,0.000498,0.000369
12/28/2017,Pageviews %,0.0000681,0.000491,0.000341
12/29/2017,Pageviews %,0.0000777,0.000641,0.000416
12/30/2017,Pageviews %,0.0000888,0.000792,0.000456
12/31/2017,Pageviews %,0.0000791,0.000719,0.000353
1/1/2018,Pageviews %,0.0000609,0.000644,0.000275
1/2/2018,Pageviews %,0.0000717,0.000728,0.000388
1/3/2018,Pageviews %,7.33E-05,0.000877,0.000457
1/4/2018,Pageviews %,0.0000895,0.00116,0.000534
1/5/2018,Pageviews %,0.0000755,0.000948,0.000471
1/6/2018,Pageviews %,0.0000656,0.000887,0.000451
1/7/2018,Pageviews %,0.0000695,0.000766,0.000398
1/8/2018,Pageviews %,0.0000635,0.000723,0.000377
1/9/2018,Pageviews %,0.000063,0.000738,0.000341
1/10/2018,Pageviews %,0.0000569,0.000746,0.000357
1/11/2018,Pageviews %,0.0000523,0.000757,0.000316
1/12/2018,Pageviews %,0.0000627,0.000689,0.000293
1/13/2018,Pageviews %,0.0000686,0.000707,0.00028
1/14/2018,Pageviews %,0.0000563,0.000616,0.000248
1/15/2018,Pageviews %,0.0000442,0.00057,0.000229
1/16/2018,Pageviews %,0.0000583,0.000553,0.000348
1/17/2018,Pageviews %,0.0000571,0.000533,0.000387
1/18/2018,Pageviews %,0.0000513,0.000536,0.000285
1/19/2018,Pageviews %,0.0000396,0.000476,0.000214
1/20/2018,Pageviews %,0.0000438,0.000545,0.000211
1/21/2018,Pageviews %,0.00004,0.000415,0.000189
1/22/2018,Pageviews %,3.58E-05,0.000364,0.000183
1/23/2018,Pageviews %,0.0000305,0.000391,0.000181
1/24/2018,Pageviews %,0.000037,0.000386,0.000153
1/25/2018,Pageviews %,0.000037,0.000382,0.000156
1/26/2018,Pageviews %,0.000034,0.000357,0.00015
1/27/2018,Pageviews %,0.000032,0.000378,0.000144
1/28/2018,Pageviews %,0.000035,0.000393,0.000165
1/29/2018,Pageviews %,0.000032,0.000325,0.000137
1/30/2018,Pageviews %,0.000036,0.000323,0.000149
1/31/2018,Pageviews %,0.000032,0.000302,0.000141
2/1/2018,Pageviews %,0.000035,0.000315,0.000166
2/2/2018,Pageviews %,0.000039,0.000347,0.000198
2/3/2018,Pageviews %,0.000033,0.000319,0.000166
2/4/2018,Pageviews %,0.000032,0.000263,0.000145
2/5/2018,Pageviews %,0.000027,0.000255,0.000163
2/6/2018,Pageviews %,0.000033,0.000275,0.000187
2/7/2018,Pageviews %,0.00003,0.000258,0.00016
2/8/2018,Pageviews %,2.4E-05,0.000214,0.000121
2/9/2018,Pageviews %,0.000028,0.000209,0.000119
2/10/2018,Pageviews %,0.000029,0.000359,0.000125
2/11/2018,Pageviews %,0.000025,0.000267,0.0000954
2/12/2018,Pageviews %,2.4E-05,0.000231,0.000103
2/13/2018,Pageviews %,2.4E-05,0.000203,0.0001
2/14/2018,Pageviews %,0.000031,0.000232,0.000121
2/15/2018,Pageviews %,0.000028,0.000261,0.000145
2/16/2018,Pageviews %,0.000026,0.00025,0.000138
2/17/2018,Pageviews %,0.000027,0.000274,0.000133
2/18/2018,Pageviews %,0.000025,0.000217,0.000112
2/19/2018,Pageviews %,0.000021,0.000219,0.000114
2/20/2018,Pageviews %,0.000027,0.000229,0.000117
2/21/2018,Pageviews %,0.000023,0.000201,0.000103
2/22/2018,Pageviews %,0.00002,0.000192,0.0001
2/23/2018,Pageviews %,0.000021,0.000202,0.0000915
2/24/2018,Pageviews %,0.00002,0.000197,0.0000862
2/25/2018,Pageviews %,0.000018,0.000188,0.0000833
2/26/2018,Pageviews %,0.000018,0.000188,0.0000906
2/27/2018,Pageviews %,0.000021,0.000187,0.0000877
2/28/2018,Pageviews %,0.000017,0.000175,8.11E-05
3/1/2018,Pageviews %,0.000015,0.000181,0.0000762
3/2/2018,Pageviews %,0.000015,0.000195,0.0000735
3/3/2018,Pageviews %,0.000017,0.000194,0.0000834
3/4/2018,Pageviews %,0.000014,0.000177,0.0000828
3/5/2018,Pageviews %,0.000018,0.000175,0.0000782
3/6/2018,Pageviews %,0.000018,0.000158,0.0000882
3/7/2018,Pageviews %,0.000014,0.000226,0.000102
3/8/2018,Pageviews %,0.000019,0.000207,8.61E-05
3/9/2018,Pageviews %,0.000018,0.000173,9E-05
3/10/2018,Pageviews %,0.000016,0.000163,0.0000806
3/11/2018,Pageviews %,0.000014,0.000157,0.0000742
3/12/2018,Pageviews %,0.000015,0.000146,0.000079
3/13/2018,Pageviews %,0.000013,0.000131,0.0000824
3/14/2018,Pageviews %,0.000015,0.000139,0.0000853
3/15/2018,Pageviews %,0.000014,0.000139,0.0000858
3/16/2018,Pageviews %,0.000017,0.000129,0.0000689
3/17/2018,Pageviews %,0.000013,0.000142,0.000068
3/18/2018,Pageviews %,0.000013,0.000139,0.0000828
3/19/2018,Pageviews %,0.000014,0.00014,0.0000677
3/20/2018,Pageviews %,0.000014,0.00015,0.0000675
3/21/2018,Pageviews %,1.2E-05,0.000152,0.0000649
3/22/2018,Pageviews %,0.000013,0.00014,0.0000601
3/23/2018,Pageviews %,1.2E-05,0.000179,0.0000589
3/24/2018,Pageviews %,0.000013,0.00018,0.0000605
3/25/2018,Pageviews %,0.000011,0.000137,5.56E-05
3/26/2018,Pageviews %,0.000013,0.00013,0.0000635
3/27/2018,Pageviews %,0.000013,0.000131,0.0000692
3/28/2018,Pageviews %,0.000013,0.000125,0.0000594
3/29/2018,Pageviews %,0.000015,0.000149,0.0000694
3/30/2018,Pageviews %,0.000018,0.000136,0.0000717
3/31/2018,Pageviews %,1.2E-05,0.000129,0.0000661
4/1/2018,Pageviews %,1.2E-05,0.000117,0.0000681
4/2/2018,Pageviews %,0.000011,0.000102,0.0000558
4/3/2018,Pageviews %,0.000011,0.000124,0.0000658
4/4/2018,Pageviews %,0.0000086,0.000115,0.0000551
4/5/2018,Pageviews %,0.000011,0.000122,0.0000553
4/6/2018,Pageviews %,0.00001,0.0000998,0.0000603
4/7/2018,Pageviews %,1.2E-05,0.000109,0.0000595
4/8/2018,Pageviews %,1.2E-05,0.000101,0.0000512
4/9/2018,Pageviews %,0.000011,0.0000973,0.0000554
4/10/2018,Pageviews %,0.00001,0.00011,0.0000494
4/11/2018,Pageviews %,1.2E-05,0.00012,5.33E-05
4/12/2018,Pageviews %,0.000019,0.000152,0.0000672
4/13/2018,Pageviews %,0.000018,0.000167,0.0000675
4/14/2018,Pageviews %,0.000013,0.000129,0.0000566
4/15/2018,Pageviews %,0.000018,0.000153,0.0000611
4/16/2018,Pageviews %,0.000014,0.000125,0.0000575
4/17/2018,Pageviews %,0.000013,0.000146,0.0000552
4/18/2018,Pageviews %,0.000013,0.000143,0.000051
4/19/2018,Pageviews %,0.000018,0.000168,0.000061
4/20/2018,Pageviews %,0.000015,0.00018,0.0000706
